Title Cleaned,Ingredients Cleaned,Steps
beef teriyaki ala anak kost,"daging sapi lemak , cabe merah buang isinya , cabe ijo buang isinya , bawang bombai , merica bubuk , garam , gula , kecap asin , kecap manis , saus tiram , saus tomat , kaldu janur , bawang putih cincang halus , batang daun bawang , mentega menumis , air kaldu sapi","1) Iris daging tipis tipis biar cepet empuk, sisihkan
2) Cincang halus bawang putih, dan sebagian bawang bombay
3) Iris kotak kotak cabe ijo dan merah
4) Iris bawang bombay memanjang
5) Iris daun bawang tipis tipis pisahkan bagian putih dan yang hijau
6) Panaskan wajan, masukkan mentega, tunggu hingga leleh, tumis bawang putih, bawang bombay cincang dan bagian putih dari daun bawang, tumis hingga bawang putih agak kecoklatan
7) Masukkan daging yang sudah diiris, bumbui dengan kecap manis, kecap asin, gula, garam, merica, saus tomat, saus teriyaki, dan kaldu jamur
8) Aduk hingga rata, masukkan air kaldu, tunggu hingga mendidih.
9) Masukkan cabe merah dan hijau, bawang bombay serta daun bawang bagian hijaunya.
10) Tunggu hingga mendidih dan mengental, jika ingin lebih cepat kental tambahkan maizena yang sudah di larutkan dalam air. (Saya gak pake)
11) Cek rasa, kalau sudah dirasa pas, matikan api
12) Sajikan, taburi dengan irisan daun bawang."
sapi santan cabai hijau,"daging sapi cincang , cabai ijo potong kotak , cabai merah poting kotak , jahe , laos , salam , serai , bawang putih , bawang merah , tauco , gula , garam , penyedap , gula jawa , kecap manis , santan kelapa , kara , emping goreng","1) Tumis bawang merah sampai harum dan laos.masukan bawang putih, cabai merah, cabai hijau salam dan sereh.
2) Masukan tauco dan gula jawa.
3) Masukan sapi cincang. Tumis sampai berubah warna dan air menguap. Masukan kecap manis
4) Masukan sebagian santan yang encer. Lalu masak sampai mendidih dan kuah sedikit surut.
5) Masukan santan yang kental. Dan beri 1 sachet kara instan jika dirasa kurang kental. Masak sampai mendidih. matikan api
6) Sajikan dengan emping goreng"
semur daging sapi,"daging sapi potong kotak , kentang , bumbu haluskan , kemiri , bawang merah , bawang putih , merica , air , kecap , garam , gula","1) Tumis bumbu halus hingga wangi, masukan daging hingga berubah warna
2) Masukan air secukupnya, tambahkan kecap, garam,gula tunggu hingga mendidih
3) Jika sudah mendidih masukan kentang yang sudah di potong"". Cicipi rasa.
4) Masak hingga air menyusut. Sajikan selagi hangat"
mini bread with beef pastrami bekal anak,"roti burger mini loyang muffin , beef pastrami daging asap sosis ayam fillet , mayonaise , saus tomat , keju parut","1) Letakkan roti pada loyang, pipihkan. Oles dengan Mayonaise, taruh Beef Pastrami, oles saus tomat dan taburi keju parut. Masak di dalam oven sampai keju meleleh."
hati sapi sambal pedas,"hati sapi , tomat , cabe merah kriting , cabe rawit , bawang merah diiris , bawang putih , gula merah , garam , minyak menumis , dsun salam , irisan lengkuas , serai geprek","1) Rebus dulu hati sapinya sampai keras lalu angkat sisihkan dan potong2 dan haluskan cabe,bawang putih dan tomat,garam sampai halus
2) Tumis bawang merah sampai harum lalu masukan cabe yg tlah dihaluskan aduk2 lalu masukan hati sapinya dan kasih air biar bumbunya meresapmasukan juga gulmer,daun salam,sereh,laos
3) Tes rasanya dan angkat"
beef burger,"bun roti burger , telur , butter , cooking cream diganti whipped cream , physillium husk , tepung almond , tepung kelapa , baking soda , himalayan salt , patty daging burger , daging sapi giling , telur , lada putih , irisan daun kemangi , irisan daun rosemary , irisan daun thyme , irisan daun bawang , oregano , bawang bombai cincang , bawang putih geprek , telur ceplok , telur ayam , himalayan salt , lada putih , bawang bombai lingkaran , tomat lingkaran , slice keju cheddar potong segitiga , slice , telur ceplok mini , mayonnaise , mustard , wijen sangrai","1) Buat bun terlebih dahulu. Blender semua bahan2 bun
2) Masukkan adonan ke dalam cetakan lumpur
3) Balik adonan jika sisi bawah sudah matang
4) Angkat dari cetakan lumpur kalau semua sisi sudah matang. Jangan terlalu gosong
5) Lakukan langkah diatas sampai adonan bun habis
6) Selanjutnya, buat adonan patty
7) Campur semua bahan adonan patty. Uleni dengan tangan. Bentuk bulat pipih
8) Oleskan sedikit butter ke dalam cetakan lumpur. Masukkan adonan patty kedalamnya
9) Balik jika sisi bawah sudah matang
10) Angkat dari cetakan lumpur kalau semua sisi sudah matang
11) Buat telur ceplok. 1 telur bisa untuk 2 cetakan. Tambahkan lada putih dan garam
12) Balik jika sisi bawah sudah matang
13) Angkat dari cetakan lumpur kalau semua sisi sudah matang
14) Susun burger, dari bawah: roti bun, mustard, bawang bombay, patty, mustard, keju cheddar, myonaise, irisan tomat, telur ceplok, mayonaise, roti bun (urutan boleh dibolak-balik sesuai selera)
15) Taburi biji wijen sangrai di roti bun bagian atas
16) Siap dimakan, yummyy"
kari daging sapi roti jala,"daging sapi , bawang bombai , cincang , bawang putih , cincang , bunga lawang , cengkeh , kayu manis , merica bubuk , bubuk kari , air utk merebus , santan kelapa separo , bawang bombai belah , cabe hijau , roti jala , tepung , santan , garam , telur , margarin , cairkan","1) Tumis bawang putih dan bawang bombay, masukkan bunga lawang, kayu manis, cengkih dan merica bubuk, tumis sampai harum.
2) Masukkan daging yg sudah dipotong2, aduk2 sampai berubah warna.
3) Tambahkan air sedikit, rebus hingga lunak.
4) Setelah lunak, tambahkan bubuk kari. Aduk2. Masukkan bawang bombay yg diiris besar.
5) Tambahkan santan. Didihkan dengan api kecil hingga air agak menyusut. Tambahkan garam, test rasa. Selesai.
6) Roti jala: Masukkan semua bahan, aduk dengan garpu atau whisk. Masukkan ke dalam cetakan roti jala atau ke botol saus yg ada corong kecilnya. Mulai membentuk adonak dengan pola abstrak seperti jalan di atas wajan teflon. Tunggu bbrp saat, angkat. Lipat.
7) Sajikan kari dengan roti jala."
rendang daging sapi,"daging sapi , santan instan aq pake rosebrand , bt serai , daun salam , daun jeruk , bumbu halus , biji cabe rawit merah biar warnanya bagus , suka pedes cabe rawit , bawang merah , bawang putih , kunyit , jahe , lengkuas , pala , kayu manis jinten , lada , ketumbar , kemiri , garam , gula penyedap","1) Tumis bumbu halus, masukkan serai, daun salam, daun jeruk.. Tumis hingga harum..
2) Tuang air secukupnya(untuk ungkep daging), masukkan daging yg sudah di iris tipis tipis..
3) Setelah mendidih masukkan santan (di aduk biar santan tdk pecah dan keluar minyaknya)...
4) Beri gula garam dan penyedap,, tes rasa...
5) Tunggu sampai daging empuk sambil di aduk....
6) Dan jadilah hasilnya rendang daging sapi siap di makan...."
sambal ati sapi,"ati sapi , kentang , bumbu halus , cabe merah , cabe rawit , bawang merah , bawang putih , garam , tomat , gula putih","1) Rebus air sampai mendidih lalu masukkan garam & ati masak hingga empuk. Angkat tiriskan.
2) Goreng kentang & ati ampe garing ya. (Lupa di fhoto)
3) Tumis bumbu halus sampe wangi..
4) Tambahkan gula.. lalu tes rasa jika sudah cocok semua rasa nya. Baru masukkan ati & kentang. Masak hingga meresap.
5) Jangan terlalu kering. Angkat lalu sajikan sambel ati kentang"
semur tambusu ( iso sapi isi telor tahu ) ala kudus,"iso sapi , telor ayam telor bebek lbh afdhol , tahu putih , bawang merah , bawang putih , kaldu instan , garam , ltr air utk merebus , bumbu semur , bawang putih , kemiri , bawang merah goreng , merica utuh bubuk jg , tp lbh afdhol utuh , cabe merah , gula merah , kecap manis , garam , laos , jahe , trasi matang , santan pax santan instan +air","1) Sangrai dg sdikit minyak bumbu tambusu, lalu haluskan dan campurkan pd telor yg sdh d kocok lepas.
2) Hancurkan tahu smpai lembut, kmudian campurkan dg telor yg sdh dikocok dg bumbu.
3) Masukkan tahu+telor tdi ke dalam iso sapi yg sdh di ikat ujung satunya, beri ruang kosong +/-5cm, agar tdk pecah saat di rebus.
4) Masukkan iso yg tlh diberi isian, ke dalam air mendidib dan kasih garam secukupnya.
5) Rebus 2mnt, lalu tiriskan.
6) Lanjutkan ke proses masak semur.
7) Haluskan bawang putih+merica+kemiri+trasi, kmudian sangraibdg sdikit minyak
8) Geprek jahe, laos kmudian masukkan ke dlm bumbu yg sedang di sangrai.
9) Tuang sdikit santan+gula merah+kecap+garam, tggu smp mendidih, baru masukkan tambusu (utuh jgn dipotong2).
10) Stelah bumbu meresap tuang sisan santan dan tggu sampe mendidih. Test rasa ya mom...
11) Siap disajikan dg nasi ataopun lontonh
12) Boleh di tambahkan tahu goreng+tempe goreng dlm semur utk variasi."
nasgor samlasgote ( sambal ati sapi goreng pete ),"nasi , papan pete , ati sapi , cabe merah , bawang merah , bawang putih , cengek","1) Potong dadu kecil ati sapi, rendam sekitar 3 menit pake air panas kemudian buang airnya.
2) Pete dipotong dadu
3) Bawang merah, bawang putih, cabe dan cengek, iris semua.
4) Masukkan minyak/mentega secukupnya ke dalam wajan, masukkan irisan bawang, cabe dan cengek, tumis sampai harum, masukkan ati sapi, masukkan pete, aduk sampai merata kemudian masukkan nasi.
5) Taburkan garam, penyedap rasa dan sahang/ladaku pedes. Aduk lagi sampai merata. Cicipi...
6) Alhamdulillaah jadi deh nasgor Samlasgote nya :)"
semur ati sapi & bakso,"ati sapi potong dadu , bakso sapi , wortel , bawang bombai , bumbu halus , merica , garam , bawang putih , bawang merah , centi jahe , kemiri , bumbu pelenglap , serai , daun jeruk , daun salam , cengkeh , btg kayu manis , kecap , daun bawang , tomat belah","1) Rebus air sampai mendidih lalu masukkan ati & garam rebus hingga empuk lalu tiriakan
2) Tumis bawang bombay & bumbu halus hingga wangi. Lalu masukkan pelengkap kecuali daun bawang & tomat di masukkan nya ketika akan di angkat biar telihat segar.
3) Klo sudah meletup2 masukkan wortel,ati & bakso masak hingga wortel empuk. Lalu masukkan kecap. Jika sudah mau diangkat masukka daun bawang & tomat.
4) Semur ati siap di hidangkan."
daging sapi bumbu bali,"gramdaging sapi , serai , memarkan , daun jeruk , air jeruk nipis , kecap manis , garam , gula , minyak goreng menumis , air , bumbu halus , bawang merah , bawang putih , cabai merah kriting , kemiri , jahe","1) Potong-potong daging, cuci bersih. Panaskan minyak goreng, masukan bumbu halus, serai, daun jeruk.tumis sampai wangi. Masukan potongan daging,kecap,garam,gula,air jeruk nipis.aduk sampai daging berubah warna. Masukan air,masak sampai daging empuk dan air menyusut.angkat.hidangkan hangat. Nb: Bagi yg mau ada kuahnya dikit,bisa disesuaikan ya...kalo saya karena ga mau terlalu berminyak dimasak sampai air benar2 susut. Enak disajikan dengan nasi panas Selamat mencoba ^^"
bakso sapi,"daging sapi , putih telur , tepung tapioka , garam , lada , bawang merah goreng haluskan , bawang putih goreng sebentar , ice cube , baking powder , air merebus , kuah , air rebusan bakso , bawang putih goreng sebentar haluskan , daun bawang , garam , lada , seledri","1) Masukkan semua bahan (kecuali air) kedalam food processor, kemudian proses hingga halus dan tercampur rata
2) Panaskan air hingga hampir mendidih
3) Kemudian bulat bulatkan adonan dan masukkan kedalam air yg hampir mendidih (ini supaya tekstur baksonya mulus)
4) Rebus bakso hingga terapung dan matang
5) Untuk kuahnya pake takaran kira kira aja"
sop iga sapi,"iga sapi segar , serai , daun salam , jahe , lengkuas , kapulaga , bunga lawang , merica diulek halus , bawang merah dihaluskan , bawang putih dihaluskan , air , minyak goreng , bawang putih , bawang merah , batang daun bawang , batang daun seledri , tomat , royco sapi , garam","1) Cuci bersih daging,lalu masak semua bahan 1 sampai benar2 empuk,saya masaknya dengan air yang agak banyak kurleb 60 menit,sesekali cek keempukan daging kalau masih blom tambah lagi air rebusannya.
2) Kalau daging iga nya udh empuk,di panci lain tumis bahan 2, sampai aroma tercium harum,kalau daun bawang sama seledri masaknya sebentar aja nya.
3) Setelah matang tumisan nya tuangi ke air rebusan daging iga tadi aduk2.
4) Lalu masukin bahan 3 tes rasa.kalau udah pas siap matikan kompor, hidangkan dengan sambal dan nasi anget"
lombok campur daging sapi versi merah,"tempe papan tempe , potong kotak , daging sapi dipresto , potong kotak , cabe hijau keriting , bawang merah , bawang putih , genggam cabe rawit utuh , daun salam , lengkuas , geprek , serai , geprek , air kaldu sapi , santan kental , gula merah , gula pasir , garam , kaldu bubuk , minyak goreng menumis , bumbu halus , cabe merah ditambah , kunyit , kencur , kemiri","1) Tumis bawang merah, bawang putih, cabe, daun salam, serei, lengkuas sampai wangi. Masukkan bumbu halus, aduk sampai wangi.
2) Lalu masukkan daging & tempe, aduk sebentar. Kemudian tuang air kaldu & santan kental. Beri gula merah, gula pasir, garam & kaldu bubuk. Masak dgn api kecil sampai mendidih & keluar minyaknya. Setelah matang, angkat dan sajikan. Selamat mencoba."
gule tunjang sapi,"kaki sapi sdh rebus matang , kelapan ambil kentalnya , lengkus , btg serai , daun jeruk , lembr daun kunyit , gula merah , garam , bumbu dihaluskan , bawang merah , bawang putih , onc cabe kriting , cabe pedas , btg serai ambil mudanya , lengkuas muda , kemiri , ketumbar , biji asam kandis , kunyit , jahe","1) Tumis bumbuh yg dihaluskan sampai harum masukkan daun salam,lengkus,sere,daun jeruk,daun kunyit asam kandis biarkan hingga mengeluarkan minyak
2) Cuci bersih kaki sapi yg dan tiriskan.. setelah bumbu matang masukkakn kaki sapi aduk rata, masak dengan sedikit air biar kaki semangkin lembut dan bumbu meresap kurang lebih 1jm dgn api sedang
3) Masukkan santan kental sesikit demi sedikit sambil terus aduk hingga santan mengental.
4) Hidangkan selagi panas... gule kaki sapi/tunjang siap disantab.. selamat mencoba"
sup sapi makaroni,"makaroni elbow rebus , slice daging shabu shabu , wortel , bawang putih geprek , royko sapi , minyak menumi , air","1) Tumis bawang putih hingga harum
2) Tambahkan air, royco, dan Masukan wortel yang sudah dipotong, masak hingga matang
3) Masukan daging (masak sebentar aja uda mateng), makaroni, garam, lada. Koreksi rasa
4) Simple cook siap disajikan"
tumis daging sapi+sosis+kentang pedas,"daging sapi , sosis , kentang , cabai merah , cabai hijau , cabai rawit , bawang putih , bawang merah , sejumput garam , sejumput gula pasir , saus tiram , kecap manis , batang daun bawang","1) Cuci bersih semua bahan
2) Iris tipis daging sapi, sosis iris miring memanjang, kentang iris kotak2. Semua cabai iris tipis miring.bawang merah+putih iris tipis
3) Goreng terlebih dahulu kentang sampai matang, tiriskan
4) Tumis bawang merah+putih sampai harum, masukan irisan cabai, aduk2 sampai cabai layu, masukan daging sapi+sosis aduk2 sampai daging matang, beri garam, gula, kecap manis, saus tiram
5) Aduk2, masukan kentang, aduk2. Test rasa. Taraaaaa done!"
roti goreng isi hati sapi bumbu kecap,"adonan roti goreng , tepung terigu protein , ragi instan fermipan , gula pasir , susu cair hangat , margarin , telur , garam , isian , potong hati sapi bumbu kecap , wortel , potong potong , buncis tipis , bawang bombai cincang , royco sapi , lada hitam , panir , telur kocok , tepung roti","1) Isian : panaskan sedikit minyak, tumis bawang bombai sampai transparan, masukan sayuran, hati sapi, beri Royco d an lada hitam, sisihkan.
2) Adonan roti : di mangkuk mixer dg hook untuk roti, campur terigu ragi gula pasir, mix sebentar.
3) Kocok susu dan telur, masukkan ke adonan uleni sampai kalis. Lalu masukkan margarin dan garam, uleni lg sampai elastis.
4) Bulatkan adonan, tutup dengan serbet bersih. Istirahatkan 50 mnt
5) Kempiskan adonan lalu timbang masing-masing 40 gr. Gilas dg rolling pin lalu masukkan bahan isiab, bentuk sesuai selera. Istirahatkan lagi 15 menit
6) Celupkan ke kocokan telur lalu tepung roti. Goreng sampai matang ditiap sisinya."
beef stew stroganoff,"olive oil , butter , tepung terigu , garam , black pepper bubuk , daging sapi , potong dadu , bawang bombai , kasar , bawang putih , cincang , kecap inggris , jamur kancing , sour cream , paprika merah , kuning , hijau , brown stock","1) Panaskan olive oil dan butter. Tumis bawang bombay, bawang putih, dan daging.
2) Masukan tepung terigu. Aduk hingga berwarna kecokelatan.
3) Tambahkan paprika dan jamur. Aduk rata.
4) Tuang brown stock. Seasoning dengan garam dan black pepper. Aduk rata.
5) Tambahkan kecap inggris dan sour cream. Aduk hingga rata.
6) Sajikan."
macaroni beef cream pesto sauce,"makaroni elbow , daging sapi slice , pesto sauce , cream masak , bonggol bawang bombai , sejumput garam , sejumput lada , air merebus makaroni , minyak menumis","1) Rebus makaroni hingga aldente, tiriskan
2) Tumis daging sapi, bawang bombay hingga matang lalu masukan makaroni
3) Tambahkan pesto sauce, cream sauce, garam lada, koreksi rasa
4) Aduk aduk hingga rata dan siap disajikan"
rawon sapi setan,"daging sapi , kluwek , bawang merah , bawang putih , ketumbar , kunyit , kemiri , jempol asam jawa , daun jeruk , kaldu jamur , gula garam , daun melinjo so , cabe setan","1) Rebus daging lalu buang airnya dan potong2 daging dan rebus lg
2) Buka kluwek lalu rendam dg air panas
3) Goreng sebentar kunyit kemiri lalu uleg bersama semua bumbu termasuk kluwek kecuali daun jeruk
4) Masukan bersama rebusan daging dan daun jeruk
5) Tambahkan gulgar dan kaldu jamur cek rasa
6) Setelah daging empuk masukan daun so dan cabe setan utuh
7) Sajikan
8) Tips memilih kluwek yg Bagus : pilih kluwek yg terasa lebih berat dr yg lainnya atau apabila dikocok ada isinya.."
